Year,AphiaID,Species Latin Name,Area,Country,AMS Catch(TLW),BMS Catch(TLW)
2019,126439,Micromesistius poutassou,27_7_C_1,NO,14399.5,
2019,126439,Micromesistius poutassou,27_7_C_2,NO,140406,
2019,126439,Micromesistius poutassou,27_7_K_1,NO,43748.6,
2019,126439,Micromesistius poutassou,27_7_K_2,NO,9949.75,
2019,126440,Pollachius pollachius,27_1_B,NO,6.02,
2019,126440,Pollachius pollachius,27_2_A_2,NO,1799.05,
2019,126440,Pollachius pollachius,27_2_B_2,NO,1.13,
2019,126440,Pollachius pollachius,27_3_A,NO,81.01,
2019,126440,Pollachius pollachius,27_4_A,NO,875.42,
2019,126440,Pollachius pollachius,27_4_B,NO,18.79,
2019,126440,Pollachius pollachius,27_6_A,NO,0.19,
2019,126441,Pollachius virens,27_1_B,NO,20757.9,
2019,126441,Pollachius virens,27_14_B_2,NO,0.18,
2019,126441,Pollachius virens,27_2_A_1,NO,1.38,
2019,126441,Pollachius virens,27_2_A_2,NO,120056,
2019,126441,Pollachius virens,27_2_B_2,NO,3261.1,
2019,126441,Pollachius virens,27_3_A,NO,246.24,
2019,126441,Pollachius virens,27_4_A,NO,49831.7,
2019,126441,Pollachius virens,27_4_B,NO,231.62,
2019,126441,Pollachius virens,27_4_C,NO,1.57,
2019,126441,Pollachius virens,27_5_A_2,NO,5.85,
2019,126441,Pollachius virens,27_5_B_1_B,NO,39.6,
2019,126441,Pollachius virens,27_5_B_2,NO,0.78,
2019,126441,Pollachius virens,27_6_A,NO,472.59,
2019,126441,Pollachius virens,27_6_B_1,NO,0.58,
2019,126441,Pollachius virens,27_6_B_2,NO,4.35,
2019,126444,Trisopterus esmarkii,27_2_A_2,NO,1.34,
2019,126444,Trisopterus esmarkii,27_3_A,NO,6.09,
2019,126444,Trisopterus esmarkii,27_4_A,NO,59546.2,
2019,126444,Trisopterus esmarkii,27_4_B,NO,109.41,
2019,126447,Brosme brosme,27_1_B,NO,943.48,
2019,126447,Brosme brosme,27_14_B_2,NO,457.58,
2019,126447,Brosme brosme,27_2_A_2,NO,10967.9,
2019,126447,Brosme brosme,27_2_B_2,NO,238.72,
2019,126447,Brosme brosme,27_3_A,NO,7.43,
2019,126447,Brosme brosme,27_4_A,NO,1139.15,
2019,126447,Brosme brosme,27_4_B,NO,30.87,
2019,126447,Brosme brosme,27_5_A_2,NO,179.77,
2019,126447,Brosme brosme,27_5_B_1_B,NO,835.49,
2019,126447,Brosme brosme,27_5_B_2,NO,612.69,
2019,126447,Brosme brosme,27_6_A,NO,669.41,
2019,126447,Brosme brosme,27_6_B_1,NO,3.08,
2019,126447,Brosme brosme,27_6_B_2,NO,67.12,
2019,126459,Molva dypterygia,27_14_B_2,NO,35.55,
2019,126459,Molva dypterygia,27_2_A_2,NO,321.33,
2019,126459,Molva dypterygia,27_2_B_2,NO,0.08,
2019,126459,Molva dypterygia,27_3_A,NO,0.63,
2019,126459,Molva dypterygia,27_4_A,NO,65.55,
2019,126459,Molva dypterygia,27_5_A_2,NO,1.34,
2019,126459,Molva dypterygia,27_5_B_1_B,NO,29.24,
2019,126459,Molva dypterygia,27_5_B_2,NO,56.06,
2019,126459,Molva dypterygia,27_6_A,NO,66.67,
2019,126459,Molva dypterygia,27_6_B_2,NO,2.91,
2019,126461,Molva molva,27_1_B,NO,37.35,
2019,126461,Molva molva,27_14_B_2,NO,127.54,
2019,126461,Molva molva,27_2_A_2,NO,11197.2,
2019,126461,Molva molva,27_2_B_2,NO,56.68,
2019,126461,Molva molva,27_3_A,NO,37.46,
2019,126461,Molva molva,27_4_A,NO,6140.92,
2019,126461,Molva molva,27_4_B,NO,54.21,
2019,126461,Molva molva,27_4_C,NO,0,
2019,126461,Molva molva,27_5_A_2,NO,66.76,
2019,126461,Molva molva,27_5_B_1_B,NO,1983,
2019,126461,Molva molva,27_5_B_2,NO,579.88,
2019,126461,Molva molva,27_6_A,NO,1608.46,
2019,126461,Molva molva,27_6_B_1,NO,51,
2019,126461,Molva molva,27_6_B_2,NO,407.79,
2019,126484,Merluccius merluccius,27_1_B,NO,0.03,
2019,126484,Merluccius merluccius,27_2_A_2,NO,785.9,
2019,126484,Merluccius merluccius,27_2_B_2,NO,0.14,
2019,126484,Merluccius merluccius,27_3_A,NO,42.71,
2019,126484,Merluccius merluccius,27_4_A,NO,3246.15,
2019,126484,Merluccius merluccius,27_4_B,NO,43.58,
2019,126484,Merluccius merluccius,27_4_C,NO,0.01,
2019,126484,Merluccius merluccius,27_6_A,NO,25.2,
2019,126501,Phycis blennoides,27_2_A_2,NO,191.51,
2019,126501,Phycis blennoides,27_2_B_2,NO,0.19,
2019,126501,Phycis blennoides,27_3_A,NO,0.34,
2019,126501,Phycis blennoides,27_4_A,NO,112,
2019,126501,Phycis blennoides,27_5_A_2,NO,4.42,
2019,126501,Phycis blennoides,27_5_B_1_B,NO,2.31,
2019,126501,Phycis blennoides,27_5_B_2,NO,3.7,
2019,126501,Phycis blennoides,27_6_A,NO,181.3,
2019,126501,Phycis blennoides,27_6_B_2,NO,6.14,
2019,126555,Lophius piscatorius,27_1_B,NO,3.16,
2019,126555,Lophius piscatorius,27_14_B_2,NO,0.01,
2019,126555,Lophius piscatorius,27_2_A_2,NO,2746.13,
2019,126555,Lophius piscatorius,27_2_B_2,NO,0.22,
2019,126555,Lophius piscatorius,27_3_A,NO,188.69,
2019,126555,Lophius piscatorius,27_4_A,NO,1269.2,
2019,126555,Lophius piscatorius,27_4_B,NO,21.61,
2019,126555,Lophius piscatorius,27_5_B_1_B,NO,2.15,
2019,126555,Lophius piscatorius,27_5_B_2,NO,1.17,
2019,126555,Lophius piscatorius,27_6_A,NO,1.85,
2019,126555,Lophius piscatorius,27_6_B_2,NO,0.55,
2019,126715,Argentina silus,27_4_A,NO,11.01,
2019,126735,Mallotus villosus,27_1_A,NO,0.01,
2019,126735,Mallotus villosus,27_1_B,NO,2.65,
2019,126735,Mallotus villosus,27_4_A,NO,1.88,
2019,126822,Trachurus trachurus,27_2_A_2,NO,576.68,
2019,126822,Trachurus trachurus,27_3_A,NO,0.53,
2019,126822,Trachurus trachurus,27_4_A,NO,11055.7,
2019,126822,Trachurus trachurus,27_4_B,NO,39.66,
2019,126975,Dicentrarchus labrax,27_3_A,NO,0.01,
2019,126975,Dicentrarchus labrax,27_4_A,NO,0.17,
2019,127023,Scomber scombrus,27_2_A_1,NO,0.36,
2019,127023,Scomber scombrus,27_2_A_2,NO,22823.2,
2019,127023,Scomber scombrus,27_3_A,NO,107.71,
2019,127023,Scomber scombrus,27_4_A,NO,137854,
2019,127023,Scomber scombrus,27_4_B,NO,88.93,
2019,127023,Scomber scombrus,27_6_A,NO,1418.93,
2019,127023,Scomber scombrus,27_7_C_2,NO,0.6,
2019,127136,Glyptocephalus cynoglossus,27_2_A_2,NO,0.79,
2019,127136,Glyptocephalus cynoglossus,27_3_A,NO,10.93,
2019,127136,Glyptocephalus cynoglossus,27_4_A,NO,153.04,
2019,127136,Glyptocephalus cynoglossus,27_4_B,NO,60.43,
2019,127139,Limanda limanda,27_1_B,NO,0.56,
2019,127139,Limanda limanda,27_2_A_2,NO,0.73,
2019,127139,Limanda limanda,27_3_A,NO,0.59,
2019,127139,Limanda limanda,27_4_A,NO,70.55,
2019,127139,Limanda limanda,27_4_B,NO,14.83,
2019,127140,Microstomus kitt,27_1_B,NO,16.54,
2019,127140,Microstomus kitt,27_2_A_2,NO,10.86,
2019,127140,Microstomus kitt,27_2_B_2,NO,0.01,
2019,127140,Microstomus kitt,27_3_A,NO,1.22,
2019,127140,Microstomus kitt,27_4_A,NO,12.78,
2019,127140,Microstomus kitt,27_4_B,NO,0.18,
2019,127141,Platichthys flesus,27_1_B,NO,0.13,
2019,127141,Platichthys flesus,27_2_A_2,NO,16.36,
2019,127141,Platichthys flesus,27_2_B_2,NO,0.15,
2019,127141,Platichthys flesus,27_3_A,NO,0.11,
2019,127141,Platichthys flesus,27_4_A,NO,18.8,
2019,127141,Platichthys flesus,27_4_B,NO,0.03,
2019,127143,Pleuronectes platessa,27_1_B,NO,100.3,
2019,127143,Pleuronectes platessa,27_2_A_2,NO,671.18,
2019,127143,Pleuronectes platessa,27_3_A,NO,7.9,
2019,127143,Pleuronectes platessa,27_4_A,NO,51.94,
2019,127143,Pleuronectes platessa,27_4_B,NO,4.79,
2019,127144,Reinhardtius hippoglossoides,27_1_B,NO,939.37,
2019,127144,Reinhardtius hippoglossoides,27_14_B_2,NO,993.3,
2019,127144,Reinhardtius hippoglossoides,27_2_A_2,NO,12120.7,
2019,127144,Reinhardtius hippoglossoides,27_2_B_2,NO,1752.71,
2019,127144,Reinhardtius hippoglossoides,27_3_A,NO,0,
2019,127144,Reinhardtius hippoglossoides,27_4_A,NO,241.11,
2019,127144,Reinhardtius hippoglossoides,27_5_B_1_B,NO,1.3,
2019,127144,Reinhardtius hippoglossoides,27_5_B_2,NO,0.05,
2019,127144,Reinhardtius hippoglossoides,27_6_A,NO,0.32,
2019,127146,Lepidorhombus whiffiagonis,27_4_A,NO,46.2,
2019,127150,Scophthalmus rhombus,27_2_A_2,NO,0.08,
2019,127150,Scophthalmus rhombus,27_3_A,NO,3.28,
2019,127150,Scophthalmus rhombus,27_4_A,NO,1.06,
2019,127150,Scophthalmus rhombus,27_4_B,NO,0.05,
2019,127149,Scophthalmus maximus,27_2_A_2,NO,7.33,
2019,127149,Scophthalmus maximus,27_3_A,NO,4.9,
2019,127149,Scophthalmus maximus,27_4_A,NO,12.91,
2019,127149,Scophthalmus maximus,27_4_B,NO,0.54,
2019,127160,Solea solea,27_2_A_2,NO,0.04,
2019,127160,Solea solea,27_3_A,NO,1.43,
2019,127160,Solea solea,27_4_A,NO,0.61,
2019,127160,Solea solea,27_4_B,NO,0.8,
2019,127186,Salmo salar,27_1_B,NO,8.27,
2019,127186,Salmo salar,27_2_A_2,NO,1.37,
2019,127186,Salmo salar,27_3_A,NO,2.38,
2019,127186,Salmo salar,27_4_A,NO,3.67,
2019,127187,Salmo trutta,27_2_A_2,NO,0.04,
2019,127187,Salmo trutta,27_3_A,NO,0.05,
2019,127187,Salmo trutta,27_4_A,NO,0.05,
2019,127254,Sebastes mentella,27_1_B,NO,1280.66,
2019,127254,Sebastes mentella,27_14_B_1,NO,885.47,
2019,127254,Sebastes mentella,27_14_B_2,NO,76.57,
2019,127254,Sebastes mentella,27_2_A_2,NO,19010.9,
2019,127254,Sebastes mentella,27_2_B_2,NO,3072.45,
2019,127254,Sebastes mentella,27_4_A,NO,31.9,
2019,127254,Sebastes mentella,27_6_A,NO,0.11,
2019,127419,Capros aper,27_4_A,NO,0.18,
2019,150637,Eutrigla gurnardus,27_2_A_2,NO,3.32,
2019,150637,Eutrigla gurnardus,27_3_A,NO,0.03,
2019,150637,Eutrigla gurnardus,27_4_A,NO,116.22,
2019,150637,Eutrigla gurnardus,27_4_B,NO,87.21,
2019,158960,Coryphaenoides rupestris,27_14_B_2,NO,0.93,
2019,158960,Coryphaenoides rupestris,27_2_A_2,NO,34.89,
2019,158960,Coryphaenoides rupestris,27_3_A,NO,0.09,
2019,158960,Coryphaenoides rupestris,27_4_A,NO,0.35,
2019,105812,Galeus melastomus,27_2_A_2,NO,1.34,
2019,105812,Galeus melastomus,27_4_A,NO,9.95,
2019,126472,Macrourus berglax,27_14_B_2,NO,76.34,
2019,126472,Macrourus berglax,27_2_A_2,NO,138.35,
2019,126472,Macrourus berglax,27_2_B_2,NO,2.76,
2019,126472,Macrourus berglax,27_5_B_1_B,NO,0.21,
2019,126472,Macrourus berglax,27_5_B_2,NO,0.03,
2019,126472,Macrourus berglax,27_6_A,NO,1.69,
2019,151324,Sebastes norvegicus,27_1_B,NO,1141.59,
2019,151324,Sebastes norvegicus,27_14_B_2,NO,918.6,
2019,151324,Sebastes norvegicus,27_2_A_1,NO,0.91,
2019,151324,Sebastes norvegicus,27_2_A_2,NO,4341.18,
2019,151324,Sebastes norvegicus,27_2_B_2,NO,765.09,
2019,151324,Sebastes norvegicus,27_3_A,NO,0.71,
2019,151324,Sebastes norvegicus,27_4_A,NO,29.96,
2019,151324,Sebastes norvegicus,27_4_C,NO,0,
2019,151324,Sebastes norvegicus,27_5_A_2,NO,21.61,
2019,151324,Sebastes norvegicus,27_5_B_1_B,NO,8.36,
2019,151324,Sebastes norvegicus,27_5_B_2,NO,1.9,
2019,151324,Sebastes norvegicus,27_6_A,NO,0.92,
2019,151324,Sebastes norvegicus,27_6_B_2,NO,0.07,
2019,105896,Rostroraja alba,27_2_A_2,NO,0.06,
2019,105896,Rostroraja alba,27_4_A,NO,0.15,
2019,105896,Rostroraja alba,27_5_B_1_B,NO,7.09,
2019,126281,Anguilla anguilla,27_3_D_29,FI,7.002,
2019,126281,Anguilla anguilla,27_3_D_30,FI,0.002,
2019,126281,Anguilla anguilla,27_3_D_31,FI,0,
2019,126281,Anguilla anguilla,27_3_D_32,FI,0.295,
2019,126417,Clupea harengus,27_3_D_25,FI,2553.97,
2019,126417,Clupea harengus,27_3_D_26,FI,4444.27,
2019,126417,Clupea harengus,27_3_D_27,FI,386.158,
2019,126417,Clupea harengus,27_3_D_28_2,FI,2913.65,
2019,126417,Clupea harengus,27_3_D_29,FI,22580,
2019,126417,Clupea harengus,27_3_D_30,FI,71260.5,
2019,126417,Clupea harengus,27_3_D_31,FI,2136.2,
2019,126417,Clupea harengus,27_3_D_32,FI,7265.27,
2019,126425,Sprattus sprattus,27_3_D_25,FI,550.219,
2019,126425,Sprattus sprattus,27_3_D_26,FI,1265.38,
2019,126425,Sprattus sprattus,27_3_D_27,FI,46.306,
2019,126425,Sprattus sprattus,27_3_D_28_2,FI,1423.51,
2019,126425,Sprattus sprattus,27_3_D_29,FI,5712.93,
2019,126425,Sprattus sprattus,27_3_D_30,FI,875.049,
2019,126425,Sprattus sprattus,27_3_D_31,FI,39.787,
2019,126425,Sprattus sprattus,27_3_D_32,FI,6222.98,
2019,126436,Gadus morhua,27_3_D_25,FI,24.362,
2019,126436,Gadus morhua,27_3_D_26,FI,22.332,
2019,126436,Gadus morhua,27_3_D_29,FI,43.128,
2019,126436,Gadus morhua,27_3_D_30,FI,0.006,
2019,126436,Gadus morhua,27_3_D_31,FI,0,
2019,126436,Gadus morhua,27_3_D_32,FI,0.167,
2019,127149,Scophthalmus maximus,27_3_D_29,FI,0.001,
2019,127149,Scophthalmus maximus,27_3_D_32,FI,0.008,
2019,127186,Salmo salar,27_3_D_29,FI,46.619,
2019,127186,Salmo salar,27_3_D_30,FI,81.341,
2019,127186,Salmo salar,27_3_D_31,FI,123.932,
2019,127186,Salmo salar,27_3_D_32,FI,72.522,
2019,127187,Salmo trutta,27_3_D_29,FI,15.712,
2019,127187,Salmo trutta,27_3_D_30,FI,184.331,
2019,127187,Salmo trutta,27_3_D_31,FI,16.434,
2019,127187,Salmo trutta,27_3_D_32,FI,34.731,
2019,105869,Dipturus batis,27_3_A_20,SE,0.0138,
2019,105869,Dipturus batis,27_3_A_21,SE,0.0025,
2019,105883,Raja clavata,27_3_B_23,SE,0,0.003
2019,105923,Squalus acanthias,27_4_B,SE,0.031,
2019,105923,Squalus acanthias,27_3_A_20,SE,0.002,
2019,107254,Nephrops norvegicus,27_4_A,SE,0.2863,
2019,107254,Nephrops norvegicus,27_4_B,SE,0.119,
2019,107254,Nephrops norvegicus,27_3_A_20,SE,1210.93,0.138
2019,107254,Nephrops norvegicus,27_3_A_21,SE,691.672,0.581
2019,107649,Pandalus borealis,27_4_A,SE,103.18,
2019,107649,Pandalus borealis,27_4_B,SE,0.565,
2019,107649,Pandalus borealis,27_3_A_20,SE,888.251,0.067
2019,107649,Pandalus borealis,27_3_A_21,SE,13.1944,0.002
2019,125909,Ammodytes,27_3_D_28_2,SE,0.05,
2019,125909,Ammodytes,27_3_D_30,SE,0.79,
2019,125909,Ammodytes,27_4_B,SE,11543.3,
2019,126281,Anguilla anguilla,27_3_B_23,SE,12.856,
2019,126281,Anguilla anguilla,27_3_D_24,SE,1.306,
2019,126281,Anguilla anguilla,27_3_D_25,SE,35.9205,0.712
2019,126281,Anguilla anguilla,27_3_D_27,SE,31.907,0.139
2019,126281,Anguilla anguilla,27_3_D_29,SE,0.762,
2019,126281,Anguilla anguilla,27_3_D_30,SE,0.616,
2019,126281,Anguilla anguilla,27_3_A_21,SE,0.052,
2019,126417,Clupea harengus,27_2_A_2,SE,719.535,
2019,126417,Clupea harengus,27_3_B_23,SE,353.193,0.025
2019,126417,Clupea harengus,27_3_D_24,SE,678.078,
2019,126417,Clupea harengus,27_3_D_25,SE,11823,0.02
2019,126417,Clupea harengus,27_3_D_26,SE,3120.01,
2019,126417,Clupea harengus,27_3_D_27,SE,18903.8,0.02
2019,126417,Clupea harengus,27_3_D_28_2,SE,13094,402
2019,126417,Clupea harengus,27_3_D_29,SE,4812.52,
2019,126417,Clupea harengus,27_3_D_30,SE,15380.7,1.691
2019,126417,Clupea harengus,27_3_D_31,SE,176.195,17.24
2019,126417,Clupea harengus,27_4_A,SE,8728.49,6.696
2019,126417,Clupea harengus,27_4_B,SE,4642.29,792.521
2019,126417,Clupea harengus,27_3_A_20,SE,8336.71,463.137
2019,126417,Clupea harengus,27_3_A_21,SE,1566.85,160.144
2019,126425,Sprattus sprattus,27_3_D_24,SE,4.597,
2019,126425,Sprattus sprattus,27_3_D_25,SE,9562.66,
2019,126425,Sprattus sprattus,27_3_D_26,SE,7175.36,
2019,126425,Sprattus sprattus,27_3_D_27,SE,13402.2,
2019,126425,Sprattus sprattus,27_3_D_28_2,SE,13298.1,645
2019,126425,Sprattus sprattus,27_3_D_29,SE,5194.64,
2019,126425,Sprattus sprattus,27_3_D_30,SE,40.143,
2019,126425,Sprattus sprattus,27_4_B,SE,7509.81,
2019,126425,Sprattus sprattus,27_3_A_20,SE,1583.6,
2019,126425,Sprattus sprattus,27_3_A_21,SE,109.944,5.64
2019,126426,Engraulis encrasicolus,27_3_A_20,SE,0.02,
2019,126426,Engraulis encrasicolus,27_3_A_21,SE,0.03,
2019,126436,Gadus morhua,27_3_B_23,SE,561.262,0.2755
2019,126436,Gadus morhua,27_3_C_22,SE,1.6098,
2019,126436,Gadus morhua,27_3_D_24,SE,332.622,5.0783
2019,126436,Gadus morhua,27_3_D_25,SE,526.536,15.2473
2019,126436,Gadus morhua,27_3_D_26,SE,103.543,1.7143
2019,126436,Gadus morhua,27_3_D_27,SE,10.8927,0.012
2019,126436,Gadus morhua,27_3_D_28_2,SE,1.6963,0.221
2019,126436,Gadus morhua,27_3_D_29,SE,25.9398,
2019,126436,Gadus morhua,27_3_D_30,SE,0.0421,
2019,126436,Gadus morhua,27_4_A,SE,67.1647,0.0242
2019,126436,Gadus morhua,27_4_B,SE,276.592,0.2012
2019,126436,Gadus morhua,27_3_A_20,SE,353.542,1.1894
2019,126436,Gadus morhua,27_3_A_21,SE,17.0259,0.289
2019,126437,Melanogrammus aeglefinus,27_3_B_23,SE,0.0956,
2019,126437,Melanogrammus aeglefinus,27_3_D_24,SE,0.0012,
2019,126437,Melanogrammus aeglefinus,27_4_A,SE,26.1665,0.005
2019,126437,Melanogrammus aeglefinus,27_4_B,SE,84.8185,
2019,126437,Melanogrammus aeglefinus,27_3_A_20,SE,92.6922,0.1465
2019,126437,Melanogrammus aeglefinus,27_3_A_21,SE,0.5161,0.03
2019,126438,Merlangius merlangus,27_3_B_23,SE,0.002,
2019,126438,Merlangius merlangus,27_3_D_24,SE,9.554,0.5251
2019,126438,Merlangius merlangus,27_3_D_25,SE,1.5474,6.882
2019,126438,Merlangius merlangus,27_3_D_26,SE,0.008,
2019,126438,Merlangius merlangus,27_3_D_27,SE,0.028,
2019,126438,Merlangius merlangus,27_3_D_28_2,SE,0.044,
2019,126438,Merlangius merlangus,27_3_D_29,SE,0.064,
2019,126438,Merlangius merlangus,27_4_A,SE,11.8333,0.0072
2019,126438,Merlangius merlangus,27_4_B,SE,5.7769,0.0024
2019,126438,Merlangius merlangus,27_3_A_20,SE,20.141,0.4959
2019,126438,Merlangius merlangus,27_3_A_21,SE,1.4372,0.1952
2019,126439,Micromesistius poutassou,27_3_A_20,SE,44.4285,
2019,126440,Pollachius pollachius,27_3_B_23,SE,0.0045,
2019,126440,Pollachius pollachius,27_4_A,SE,15.1282,0.0714
2019,126440,Pollachius pollachius,27_4_B,SE,22.8829,
2019,126440,Pollachius pollachius,27_3_A_20,SE,29.9721,
2019,126440,Pollachius pollachius,27_3_A_21,SE,0.1733,
2019,126441,Pollachius virens,27_3_B_23,SE,0.5721,0.0003
2019,126441,Pollachius virens,27_3_C_22,SE,0.0054,
2019,126441,Pollachius virens,27_3_D_24,SE,1.2586,
2019,126441,Pollachius virens,27_3_D_25,SE,0.253,
2019,126441,Pollachius virens,27_4_A,SE,480.63,3.651
2019,126441,Pollachius virens,27_4_B,SE,458.101,0.0048
2019,126441,Pollachius virens,27_3_A_20,SE,469.756,0.007
2019,126441,Pollachius virens,27_3_A_21,SE,0.3558,0.001
2019,126444,Trisopterus esmarkii,27_4_A,SE,32.277,
2019,126444,Trisopterus esmarkii,27_4_B,SE,2.5482,
2019,126444,Trisopterus esmarkii,27_3_A_20,SE,18.0744,0.2425
2019,126444,Trisopterus esmarkii,27_3_A_21,SE,0.004,
2019,126447,Brosme brosme,27_4_A,SE,1.1552,
2019,126447,Brosme brosme,27_4_B,SE,0.4805,
2019,126447,Brosme brosme,27_3_A_20,SE,0.4143,
2019,126459,Molva dypterygia,27_3_A_20,SE,0.0469,
2019,126461,Molva molva,27_3_B_23,SE,0.071,
2019,126461,Molva molva,27_4_A,SE,16.1184,
2019,126461,Molva molva,27_4_B,SE,12.3231,
2019,126461,Molva molva,27_3_A_20,SE,26.928,0.001
2019,126461,Molva molva,27_3_A_21,SE,0.4203,0.002
2019,126484,Merluccius merluccius,27_3_B_23,SE,0.0011,
2019,126484,Merluccius merluccius,27_4_A,SE,9.5816,
2019,126484,Merluccius merluccius,27_4_B,SE,23.6697,0.063
2019,126484,Merluccius merluccius,27_3_A_20,SE,53.4121,0.4224
2019,126484,Merluccius merluccius,27_3_A_21,SE,1.4855,0.0273
2019,126555,Lophius piscatorius,27_4_A,SE,16.8306,
2019,126555,Lophius piscatorius,27_4_B,SE,18.6698,
